filepath,filename,class_name,label_id,split,raw_source_id,G09_Date_Magnification,G14_RAWSource
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/10_1.tif,10_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_7.tif,2009-10-19 14:30:14 | 73000,train/Adenovirus/A4-080201_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_10.tif,36_10.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_11.tif,36_11.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_12.tif,36_12.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_13.tif,36_13.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_14.tif,36_14.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_15.tif,36_15.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_16.tif,36_16.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_17.tif,36_17.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_18.tif,36_18.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_19.tif,36_19.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_2.tif,36_2.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_20.tif,36_20.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_21.tif,36_21.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_22.tif,36_22.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_23.tif,36_23.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_24.tif,36_24.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_25.tif,36_25.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_26.tif,36_26.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_27.tif,36_27.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_28.tif,36_28.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_29.tif,36_29.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_3.tif,36_3.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_30.tif,36_30.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_31.tif,36_31.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_32.tif,36_32.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_33.tif,36_33.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_34.tif,36_34.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_35.tif,36_35.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_36.tif,36_36.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_37.tif,36_37.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_38.tif,36_38.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_4.tif,36_4.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_5.tif,36_5.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_6.tif,36_6.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_7.tif,36_7.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_8.tif,36_8.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/36_9.tif,36_9.tif,Adenovirus,0,train,train/Adenovirus/B2-65k-071019_7.tif,2009-10-19 14:30:10 | 73000,train/Adenovirus/B2-65k-071019_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/37_1.tif,37_1.tif,Adenovirus,0,train,train/Adenovirus/B2-93k-071019_1b.tif,2009-10-19 14:30:13 | 105000,train/Adenovirus/B2-93k-071019_1b.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/37_2.tif,37_2.tif,Adenovirus,0,train,train/Adenovirus/B2-93k-071019_1b.tif,2009-10-19 14:30:13 | 105000,train/Adenovirus/B2-93k-071019_1b.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/38_1.tif,38_1.tif,Adenovirus,0,train,train/Adenovirus/B3-135k-070920_1.tif,2009-10-19 14:30:13 | 150000,train/Adenovirus/B3-135k-070920_1.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/39_1.tif,39_1.tif,Adenovirus,0,train,train/Adenovirus/B3-65k-070920_3.tif,2009-10-19 14:30:14 | 73000,train/Adenovirus/B3-65k-070920_3.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/39_2.tif,39_2.tif,Adenovirus,0,train,train/Adenovirus/B3-65k-070920_3.tif,2009-10-19 14:30:14 | 73000,train/Adenovirus/B3-65k-070920_3.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/3_1.tif,3_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_12.tif,2009-10-19 14:30:12 | 73000,train/Adenovirus/A4-080201_12.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/3_2.tif,3_2.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_12.tif,2009-10-19 14:30:12 | 73000,train/Adenovirus/A4-080201_12.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/40_1.tif,40_1.tif,Adenovirus,0,train,train/Adenovirus/B3-65k-070920_5.tif,2009-10-19 14:30:14 | 73000,train/Adenovirus/B3-65k-070920_5.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/4_1.tif,4_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_16.tif,2009-10-19 14:30:13 | 73000,train/Adenovirus/A4-080201_16.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/4_2.tif,4_2.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_16.tif,2009-10-19 14:30:13 | 73000,train/Adenovirus/A4-080201_16.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/5_1.tif,5_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_18.tif,2009-10-19 14:30:12 | 73000,train/Adenovirus/A4-080201_18.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/5_2.tif,5_2.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_18.tif,2009-10-19 14:30:12 | 73000,train/Adenovirus/A4-080201_18.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/6_1.tif,6_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_19.tif,2009-10-19 14:30:13 | 73000,train/Adenovirus/A4-080201_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/6_2.tif,6_2.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_19.tif,2009-10-19 14:30:13 | 73000,train/Adenovirus/A4-080201_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/6_3.tif,6_3.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_19.tif,2009-10-19 14:30:13 | 73000,train/Adenovirus/A4-080201_19.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/7_1.tif,7_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_2.tif,2009-10-19 14:30:11 | 73000,train/Adenovirus/A4-080201_2.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/7_2.tif,7_2.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_2.tif,2009-10-19 14:30:11 | 73000,train/Adenovirus/A4-080201_2.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/8_1.tif,8_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_4.tif,2009-10-19 14:30:12 | 73000,train/Adenovirus/A4-080201_4.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/8_2.tif,8_2.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_4.tif,2009-10-19 14:30:12 | 73000,train/Adenovirus/A4-080201_4.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/9_1.tif,9_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_6.tif,2009-10-19 14:30:12 | 73000,train/Adenovirus/A4-080201_6.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/9_2.tif,9_2.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_6.tif,2009-10-19 14:30:12 | 73000,train/Adenovirus/A4-080201_6.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/9_3.tif,9_3.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_6.tif,2009-10-19 14:30:12 | 73000,train/Adenovirus/A4-080201_6.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/10_1.tif,10_1.tif,Astrovirus,1,train,train/Astrovirus/103279-B6-090323_5.tif,2009-10-26 13:38:42 | 105000,train/Astrovirus/103279-B6-090323_5.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/11_1.tif,11_1.tif,Astrovirus,1,train,train/Astrovirus/103279-B6-090323_8.tif,2009-10-26 13:38:45 | 105000,train/Astrovirus/103279-B6-090323_8.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/12_1.tif,12_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_02.tif,2009-10-26 13:38:45 | 150000,train/Astrovirus/B2-080116_02.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/12_2.tif,12_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_02.tif,2009-10-26 13:38:45 | 150000,train/Astrovirus/B2-080116_02.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/13_1.tif,13_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_03.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080116_03.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/13_2.tif,13_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_03.tif,2009-10-26 13:38:43 | 150000,train/Astrovirus/B2-080116_03.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/14_1.tif,14_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_08.tif,2009-10-26 13:38:42 | 150000,train/Astrovirus/B2-080116_08.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/14_2.tif,14_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_08.tif,2009-10-26 13:38:42 | 150000,train/Astrovirus/B2-080116_08.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/14_3.tif,14_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_08.tif,2009-10-26 13:38:42 | 150000,train/Astrovirus/B2-080116_08.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/15_1.tif,15_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_09.tif,2009-10-26 13:38:45 | 150000,train/Astrovirus/B2-080116_09.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/16_1.tif,16_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_10.tif,2009-10-26 13:38:44 | 150000,train/Astrovirus/B2-080116_10.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/17_1.tif,17_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_11.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080116_11.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/17_2.tif,17_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_11.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080116_11.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/17_3.tif,17_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_11.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080116_11.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/17_4.tif,17_4.tif,Astrovirus,1,train,train/Astrovirus/B2-080116_11.tif,2009-10-26 13:38:39 | 150000,train/Astrovirus/B2-080116_11.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/18_1.tif,18_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_1.tif,2009-10-26 13:38:44 | 150000,train/Astrovirus/B2-080128_1.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/18_2.tif,18_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_1.tif,2009-10-26 13:38:44 | 150000,train/Astrovirus/B2-080128_1.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/19_1.tif,19_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_12.tif,2009-10-26 13:38:44 | 150000,train/Astrovirus/B2-080128_12.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/19_2.tif,19_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_12.tif,2009-10-26 13:38:44 | 150000,train/Astrovirus/B2-080128_12.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/19_3.tif,19_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_12.tif,2009-10-26 13:38:44 | 150000,train/Astrovirus/B2-080128_12.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/1_1.tif,1_1.tif,Astrovirus,1,train,train/Astrovirus/103279-B6-090323_10.tif,2009-10-26 13:38:43 | 105000,train/Astrovirus/103279-B6-090323_10.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/1_2.tif,1_2.tif,Astrovirus,1,train,train/Astrovirus/103279-B6-090323_10.tif,2009-10-26 13:38:43 | 105000,train/Astrovirus/103279-B6-090323_10.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/20_1.tif,20_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_13.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_13.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/20_2.tif,20_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_13.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_13.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/20_3.tif,20_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_13.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_13.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/20_4.tif,20_4.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_13.tif,2009-10-26 13:38:41 | 150000,train/Astrovirus/B2-080128_13.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/21_1.tif,21_1.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_14.tif,2009-10-26 13:38:40 | 150000,train/Astrovirus/B2-080128_14.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/21_2.tif,21_2.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_14.tif,2009-10-26 13:38:40 | 150000,train/Astrovirus/B2-080128_14.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/21_3.tif,21_3.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_14.tif,2009-10-26 13:38:40 | 150000,train/Astrovirus/B2-080128_14.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/21_4.tif,21_4.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_14.tif,2009-10-26 13:38:40 | 150000,train/Astrovirus/B2-080128_14.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Astrovirus/21_5.tif,21_5.tif,Astrovirus,1,train,train/Astrovirus/B2-080128_14.tif,2009-10-26 13:38:40 | 150000,train/Astrovirus/B2-080128_14.tif
